row  column  (images_28.edf Mn-K*images_28.edf Ar-K**2.3)
64  17  7.73719e+06
64  18  1.49571e+06
64  19  8.26683e+06
64  20  6.68257e+06
64  21  6.35997e+06
64  22  6.68055e+06
64  23  5.88149e+06
64  24  2.51072e+06
64  25  4.08981e+05
64  26  4.03613e+06
64  27  4.65226e+06
64  28  1.10267e+07
64  29  8.04614e+06
64  30  7.33132e+06
64  31  3.73731e+06
64  32  1.15986e+07
64  33  9.56882e+06
64  34  7.33110e+06
64  35  3.21594e+06
64  36  1.12856e+07
64  37  7.02148e+06
64  38  9.24068e+06
64  39  7.08585e+06
64  40  9.26457e+06
64  41  1.36933e+07
64  42  9.01656e+06
64  43  7.70119e+06
64  44  8.56703e+06
64  45  1.10948e+07
64  46  1.02759e+07
64  47  7.94130e+06
64  48  7.46536e+06
64  49  6.32087e+06
64  50  7.02541e+06
64  51  9.81761e+06
64  52  7.43439e+06
64  53  7.66018e+06
64  54  1.36507e+07
64  55  1.30582e+07
64  56  7.13253e+06
64  57  9.43251e+06
64  58  8.61047e+06
64  59  5.96506e+06
64  60  5.12833e+06
64  61  6.42793e+06
64  62  9.48717e+06
64  63  9.54999e+06
64  64  1.04861e+07
64  65  3.61634e+06
64  66  9.22569e+06
64  67  1.20710e+07
64  68  7.49272e+06
64  69  1.25754e+07
64  70  1.12600e+07
64  71  1.11411e+07
64  72  1.14686e+07
64  73  6.23777e+06
64  74  5.37848e+06
64  75  1.18808e+07
64  76  9.94692e+06
64  77  1.17476e+07
64  78  8.97025e+06
64  79  8.19663e+06
64  80  5.37268e+06
64  81  7.71405e+06
64  82  1.21793e+07
64  83  7.98970e+06
64  84  7.02297e+06
64  85  8.79379e+06
64  86  8.25132e+06
64  87  8.62297e+06
64  88  9.47754e+06
64  89  1.17098e+07
64  90  1.43362e+07
64  91  9.28938e+06
64  92  7.47211e+06
64  93  9.04639e+06
64  94  8.64871e+06
64  95  9.07484e+06
64  96  1.14009e+07
64  97  6.80096e+06
64  98  1.08332e+07
64  99  1.24948e+07
64  100  1.09095e+07
64  101  7.02984e+06
64  102  4.74494e+06
64  103  7.06116e+06
64  104  3.29871e+06
64  105  5.01277e+06
64  106  5.64825e+06
64  107  1.10922e+07
64  108  6.30712e+06
64  109  6.02017e+06
64  110  2.44556e+06
64  111  6.00923e+06
64  112  1.13269e+07
64  113  6.88958e+06
64  114  1.04312e+07
64  115  7.33213e+06
64  116  1.28345e+07
64  117  1.60597e+07
64  118  1.30426e+07
64  119  1.30597e+07
64  120  9.59126e+06
65  0  3.20637e+06
65  1  2.94329e+06
65  2  4.59842e+06
65  3  3.76066e+06
65  4  5.56060e+06
65  5  7.05986e+06
65  6  6.84894e+06
65  7  5.14259e+06
65  8  5.30948e+06
65  9  3.43814e+06
65  10  5.96488e+06
65  11  8.09178e+06
65  12  4.76024e+06
65  13  4.49229e+06
65  14  5.52599e+06
65  15  4.25405e+06
65  16  3.54902e+06
65  17  3.78201e+06
65  18  6.56635e+06
65  19  7.48443e+06
65  20  6.34643e+06
65  21  8.54466e+06
65  22  2.94258e+06
65  23  6.62452e+06
65  24  3.69941e+06
65  25  3.34041e+06
65  26  3.89553e+06
65  27  1.05404e+07
65  28  8.80783e+06
65  29  4.28189e+06
65  30  1.92858e+06
65  31  4.41603e+06
65  32  1.57797e+07
65  33  8.22024e+06
65  34  1.65109e+06
65  35  5.79656e+06
65  36  9.01474e+06
65  37  8.07606e+06
65  38  1.18634e+07
65  39  7.96388e+06
65  40  1.27965e+07
65  41  7.54497e+06
65  42  8.82225e+06
65  43  8.39608e+06
65  44  9.66803e+06
65  45  1.11667e+07
65  46  6.63507e+06
65  47  7.52652e+06
65  48  5.93159e+06
65  49  8.23009e+06
65  50  3.08977e+06
65  51  9.46118e+06
65  52  4.83854e+06
65  53  7.70568e+06
65  54  9.63502e+06
65  55  1.24005e+07
65  56  5.09835e+06
65  57  2.72647e+06
65  58  5.49391e+06
65  59  1.15371e+07
65  60  8.12899e+06
65  61  5.29863e+06
65  62  9.81639e+06
65  63  3.44446e+06
65  64  1.07684e+07
65  65  7.33040e+06
65  66  1.20655e+07
65  67  7.99039e+06
65  68  6.40927e+06
65  69  1.08558e+07
65  70  4.49409e+06
65  71  1.09786e+07
65  72  1.11508e+07
65  73  7.38072e+06
65  74  8.90197e+06
65  75  7.05732e+06
65  76  8.18244e+06
65  77  9.70641e+06
65  78  8.78323e+06
65  79  1.09911e+07
65  80  1.08368e+07
65  81  9.75951e+06
65  82  1.06654e+07
65  83  8.91406e+06
65  84  6.93875e+06
65  85  7.04521e+06
65  86  1.05579e+07
65  87  1.08637e+07
65  88  1.30973e+07
65  89  1.17840e+07
65  90  8.48146e+06
65  91  7.31420e+06
65  92  1.03204e+07
65  93  7.62550e+06
65  94  7.24749e+06
65  95  9.23596e+06
65  96  1.35638e+07
65  97  5.75576e+06
65  98  8.85689e+06
65  99  5.09445e+06
65  100  1.28209e+07
65  101  5.66831e+06
65  102  7.81658e+06
65  103  1.11288e+07
65  104  6.98725e+06
65  105  5.24224e+06
65  106  5.66763e+06
65  107  5.04037e+06
65  108  6.91060e+06
65  109  9.87172e+06
65  110  7.57144e+06
65  111  7.43405e+06
65  112  6.45136e+06
65  113  5.29513e+06
65  114  1.18540e+07
65  115  7.71941e+06
65  116  1.23574e+07
65  117  1.70873e+07
65  118  5.85656e+06
65  119  8.20251e+06
65  120  8.74930e+06
66  0  4.84684e+06
66  1  3.31150e+06
66  2  3.62999e+06
66  3  7.43439e+06
66  4  1.28632e+06
66  5  4.10630e+06
66  6  6.71972e+06
66  7  3.75053e+06
66  8  4.74615e+06
66  9  6.42735e+06
66  10  4.80688e+06
66  11  8.43418e+06
66  12  6.13461e+06
66  13  1.00329e+07
66  14  7.27661e+06
66  15  6.43626e+06
66  16  7.15212e+06
66  17  5.55498e+06
66  18  1.02853e+07
66  19  8.57657e+06
66  20  7.66632e+06
66  21  6.10762e+06
66  22  1.08247e+07
66  23  7.93760e+06
66  24  6.15183e+06
66  25  8.29785e+06
66  26  9.07851e+06
66  27  4.93527e+06
66  28  3.58797e+06
66  29  6.49817e+06
66  30  8.90928e+06
66  31  7.69899e+06
66  32  8.27015e+06
66  33  5.59953e+06
66  34  1.26365e+07
66  35  7.41016e+06
66  36  8.45008e+06
66  37  7.86964e+06
66  38  8.98597e+06
66  39  6.35880e+06
66  40  7.81205e+06
66  41  4.61866e+06
66  42  9.02688e+06
66  43  4.92260e+06
66  44  6.76695e+06
66  45  8.73635e+06
66  46  9.30734e+06
66  47  4.45283e+06
66  48  8.11142e+06
66  49  9.74857e+06
66  50  1.07717e+07
66  51  5.95921e+06
66  52  7.20662e+06
66  53  9.55000e+06
66  54  1.08271e+07
66  55  8.65476e+06
66  56  1.07994e+07
66  57  1.20421e+07
66  58  1.16255e+07
66  59  1.05639e+07
66  60  1.25371e+07
66  61  9.40333e+06
66  62  8.33613e+06
66  63  4.87673e+06
66  64  7.18971e+06
66  65  8.71305e+06
66  66  1.08014e+07
66  67  5.83901e+06
66  68  9.94941e+06
66  69  3.71140e+06
66  70  1.08470e+07
66  71  6.08651e+06
66  72  1.07688e+07
66  73  1.15385e+07
66  74  1.47952e+07
66  75  1.39831e+07
66  76  7.02412e+06
66  77  1.27034e+06
66  78  1.31177e+07
66  79  9.67391e+06
66  80  8.60618e+06
66  81  5.48564e+06
66  82  1.00778e+07
66  83  1.06024e+07
66  84  8.72053e+06
66  85  1.20889e+07
66  86  1.20691e+07
66  87  1.38664e+07
66  88  1.10486e+07
66  89  4.64251e+06
66  90  1.17522e+07
66  91  7.43852e+06
66  92  1.11648e+07
66  93  1.01130e+07
66  94  6.47882e+06
66  95  3.90403e+06
66  96  9.69798e+06
66  97  9.96122e+06
66  98  3.05249e+06
66  99  8.28226e+06
66  100  4.96475e+06
66  101  8.20725e+06
66  102  6.90615e+06
66  103  8.38089e+06
66  104  1.19660e+07
66  105  9.48893e+06
66  106  5.87876e+06
66  107  1.18034e+07
66  108  9.35860e+06
66  109  6.05826e+06
66  110  6.47385e+06
66  111  6.33730e+06
66  112  7.75662e+06
66  113  9.47555e+06
66  114  1.28145e+07
66  115  7.21328e+06
66  116  5.72734e+06
66  117  1.01013e+07
66  118  1.41763e+07
66  119  1.09694e+07
66  120  6.33811e+06
67  0  4.44546e+06
67  1  4.05270e+06
67  2  8.15112e+06
67  3  5.17079e+06
67  4  2.82604e+06
67  5  2.97713e+06
67  6  5.30491e+06
67  7  4.19474e+06
67  8  5.47733e+06
67  9  4.49978e+06
67  10  7.17103e+06
67  11  5.78599e+06
67  12  8.63065e+06
67  13  4.43563e+06
67  14  2.02537e+06
67  15  7.55446e+06
67  16  7.11155e+06
67  17  4.45065e+06
67  18  5.65160e+06
67  19  9.72586e+06
67  20  8.25552e+06
67  21  8.97355e+06
67  22  4.47361e+06
67  23  6.66875e+06
67  24  6.93872e+06
67  25  5.49628e+06
67  26  7.10494e+06
67  27  5.02977e+06
67  28  8.50043e+06
67  29  7.31643e+06
67  30  8.35480e+06
67  31  1.04056e+07
67  32  4.97789e+06
67  33  5.63756e+06
67  34  7.15221e+06
67  35  3.50558e+06
67  36  1.07215e+07
67  37  6.74645e+06
67  38  6.33217e+06
67  39  7.68795e+06
67  40  4.87537e+06
67  41  8.90559e+06
67  42  8.71711e+06
67  43  5.33633e+06
67  44  7.78051e+06
67  45  8.71549e+06
67  46  9.72100e+06
67  47  4.19887e+06
67  48  4.02302e+06
67  49  9.58854e+06
67  50  1.21792e+07
67  51  6.55364e+06
67  52  5.55347e+06
67  53  5.09633e+06
67  54  7.61113e+06
67  55  8.30046e+06
67  56  1.15696e+07
67  57  9.29693e+06
67  58  9.49730e+06
67  59  5.47328e+06
67  60  9.57071e+06
67  61  9.81186e+06
67  62  8.12193e+06
67  63  1.07569e+07
67  64  6.59916e+06
67  65  6.23609e+06
67  66  7.91306e+06
67  67  9.06598e+06
67  68  1.24206e+07
67  69  7.54796e+06
67  70  8.32220e+06
67  71  1.06614e+07
67  72  6.70215e+06
67  73  1.28816e+07
67  74  9.19869e+06
67  75  9.65500e+06
67  76  8.38155e+06
67  77  1.18313e+07
67  78  8.54364e+06
67  79  8.09899e+06
67  80  8.40428e+06
67  81  9.23936e+06
67  82  1.21720e+07
67  83  9.57026e+06
67  84  9.21789e+06
67  85  1.30494e+07
67  86  1.22754e+07
67  87  4.89828e+06
67  88  1.06794e+07
67  89  7.88210e+06
67  90  1.49472e+07
67  91  8.31339e+06
67  92  9.58905e+06
67  93  1.38265e+07
67  94  1.24632e+07
67  95  1.04876e+07
67  96  7.33964e+06
67  97  1.02832e+07
67  98  5.01664e+06
67  99  5.20679e+06
67  100  7.11262e+06
67  101  2.87438e+06
67  102  9.10825e+06
67  103  6.79341e+06
67  104  7.42895e+06
67  105  5.97151e+06
67  106  8.92085e+06
67  107  8.22444e+06
67  108  8.22052e+06
67  109  7.86368e+06
67  110  7.95007e+06
67  111  5.41170e+06
67  112  1.48928e+07
67  113  6.05108e+06
67  114  1.09592e+07
67  115  2.62357e+06
67  116  1.08771e+07
67  117  1.45816e+07
67  118  1.60758e+07
67  119  1.29888e+07
67  120  5.67711e+06
68  0  6.36581e+06
68  1  2.76376e+06
68  2  5.52417e+06
68  3  4.63530e+06
68  4  5.93146e+06
68  5  3.09350e+06
68  6  3.92114e+06
68  7  5.03820e+06
68  8  4.39240e+06
68  9  4.07827e+06
68  10  1.33160e+07
68  11  5.65056e+06
68  12  5.47338e+06
68  13  7.67155e+06
68  14  7.10185e+06
68  15  6.67456e+06
68  16  7.46682e+06
68  17  5.89081e+06
68  18  8.74580e+06
68  19  5.49427e+06
68  20  7.35445e+06
68  21  4.54433e+06
68  22  6.54351e+06
68  23  7.63778e+06
68  24  5.57568e+06
68  25  4.03297e+06
68  26  1.03901e+07
68  27  7.43687e+06
68  28  6.52827e+06
68  29  8.04221e+06
68  30  6.36735e+06
68  31  6.63770e+06
68  32  8.01437e+06
68  33  5.81268e+06
68  34  6.69975e+06
68  35  5.08974e+06
68  36  9.49980e+06
68  37  1.10878e+07
68  38  7.85812e+06
68  39  1.06140e+07
68  40  7.57362e+06
68  41  8.53617e+06
68  42  1.60384e+06
68  43  8.25132e+06
68  44  8.82285e+06
68  45  9.30227e+06
68  46  8.75799e+06
68  47  7.25144e+06
68  48  8.57157e+06
68  49  4.70884e+06
68  50  7.08395e+06
68  51  9.75792e+06
68  52  7.20238e+06
68  53  4.31340e+06
68  54  1.27436e+07
68  55  1.02501e+07
68  56  9.72626e+06
68  57  1.37546e+07
68  58  8.82338e+06
68  59  9.85622e+06
68  60  8.56431e+06
68  61  7.67583e+06
68  62  9.18918e+06
68  63  1.49491e+07
68  64  6.66392e+06
68  65  1.21218e+07
68  66  6.86346e+06
68  67  6.89950e+06
68  68  1.17515e+07
68  69  1.55707e+07
68  70  6.82592e+06
68  71  9.82921e+06
68  72  8.31806e+06
68  73  8.48944e+06
68  74  1.18266e+07
68  75  1.26120e+07
68  76  1.20080e+07
68  77  7.59708e+06
68  78  1.11172e+07
68  79  3.17527e+06
68  80  7.99117e+06
68  81  8.57130e+06
68  82  1.04617e+07
68  83  7.89840e+06
68  84  6.62147e+06
68  85  1.08624e+07
68  86  1.02865e+07
68  87  1.12831e+07
68  88  9.55265e+06
68  89  8.10698e+06
68  90  1.05543e+07
68  91  6.07709e+06
68  92  5.19100e+06
68  93  1.03247e+07
68  94  9.31217e+06
68  95  1.27474e+07
68  96  4.95363e+06
68  97  4.64836e+06
68  98  3.93222e+06
68  99  6.53111e+06
68  100  1.02867e+07
68  101  3.25349e+06
68  102  6.57291e+06
68  103  3.23651e+06
68  104  9.75023e+06
68  105  7.78391e+06
68  106  2.78644e+06
68  107  3.75110e+06
68  108  1.14195e+07
68  109  1.00823e+07
68  110  7.73536e+06
68  111  1.32614e+07
68  112  1.22448e+07
68  113  8.26234e+06
68  114  7.73434e+06
68  115  5.20100e+06
68  116  1.42864e+07
68  117  9.51907e+06
68  118  1.40124e+07
68  119  1.25018e+07
68  120  8.77739e+06
69  0  2.69153e+06
69  1  7.71496e+06
69  2  2.73373e+06
69  3  6.12335e+06
69  4  3.27834e+06
69  5  3.63529e+06
69  6  8.34591e+06
69  7  3.85956e+06
69  8  6.86793e+06
69  9  5.48677e+06
69  10  4.04319e+06
69  11  8.07261e+06
69  12  7.48281e+06
69  13  8.20292e+06
69  14  5.81001e+06
69  15  3.64549e+06
69  16  1.19293e+07
69  17  1.33536e+06
69  18  8.59615e+06
69  19  8.22839e+06
69  20  9.53984e+06
69  21  3.98032e+06
69  22  6.58089e+06
69  23  6.38280e+06
69  24  5.29538e+06
69  25  1.04736e+07
69  26  9.38062e+06
69  27  1.03390e+07
69  28  1.12547e+07
69  29  8.22072e+06
69  30  6.57755e+06
69  31  5.02478e+06
69  32  5.76459e+06
69  33  3.68146e+06
69  34  4.92532e+06
69  35  6.32492e+06
69  36  1.09656e+07
69  37  6.60008e+06
69  38  7.56827e+06
69  39  2.80706e+06
69  40  6.61042e+06
69  41  6.88781e+06
69  42  7.56300e+06
69  43  1.13841e+07
69  44  9.62067e+06
69  45  8.24585e+06
69  46  6.13612e+06
69  47  7.98750e+06
69  48  1.30092e+07
69  49  7.03725e+06
69  50  1.07654e+07
69  51  7.31585e+06
69  52  1.20207e+07
69  53  1.19719e+07
69  54  6.20053e+06
69  55  6.00539e+06
69  56  7.51318e+06
69  57  9.56250e+06
69  58  5.52143e+06
69  59  1.49744e+07
69  60  1.01302e+07
69  61  8.26895e+06
69  62  1.24181e+07
69  63  6.56211e+06
69  64  9.81163e+06
69  65  8.38628e+06
69  66  1.20804e+07
69  67  7.74885e+06
69  68  8.33626e+06
69  69  7.25544e+06
69  70  6.25820e+06
69  71  8.52656e+06
69  72  6.06208e+06
69  73  1.29123e+07
69  74  9.65073e+06
69  75  1.12079e+07
69  76  7.57031e+06
69  77  1.12387e+07
69  78  5.71536e+06
69  79  9.32406e+06
69  80  7.82499e+06
69  81  1.20726e+07
69  82  7.51634e+06
69  83  9.31855e+06
69  84  8.19623e+06
69  85  1.07124e+07
69  86  6.90344e+06
69  87  1.18365e+07
69  88  1.38462e+07
69  89  9.51545e+06
69  90  1.05100e+07
69  91  1.05697e+07
69  92  9.93089e+06
69  93  1.19749e+07
69  94  9.72193e+06
69  95  5.36708e+06
69  96  4.75915e+06
69  97  6.60845e+06
69  98  8.70712e+06
69  99  1.11177e+07
69  100  3.35491e+06
69  101  8.15338e+06
69  102  2.43659e+06
69  103  7.54145e+06
69  104  7.98186e+06
69  105  8.01111e+06
69  106  9.22436e+06
69  107  4.13694e+06
69  108  1.18342e+07
69  109  8.99864e+06
69  110  5.69784e+06
69  111  6.21262e+06
69  112  7.30941e+06
69  113  3.44603e+06
69  114  9.61929e+06
69  115  1.34117e+07
69  116  2.93203e+06
69  117  1.12708e+07
69  118  1.01613e+07
69  119  1.02435e+07
69  120  1.13368e+07
70  0  9.25176e+06
70  1  5.62494e+06
70  2  5.24523e+06
70  3  4.90620e+06
70  4  1.02499e+07
70  5  3.06879e+06
70  6  4.29688e+06
70  7  5.52570e+06
70  8  6.88541e+06
70  9  6.03006e+06
70  10  3.61256e+06
70  11  5.89343e+06
70  12  4.70572e+06
70  13  6.24052e+06
70  14  3.19313e+06
70  15  1.00440e+07
70  16  2.41993e+06
70  17  7.65477e+06
70  18  7.91584e+06
70  19  4.47224e+06
70  20  6.37450e+06
70  21  3.56663e+06
70  22  9.87014e+06
70  23  4.85724e+06
70  24  7.31672e+06
70  25  5.67347e+06
70  26  7.05103e+06
70  27  6.73875e+06
70  28  9.32609e+06
70  29  1.17501e+06
70  30  1.13458e+07
70  31  6.91586e+06
70  32  5.43471e+06
70  33  7.15600e+06
70  34  7.18171e+06
70  35  6.73111e+06
70  36  8.54228e+06
70  37  4.35848e+06
70  38  5.62233e+06
70  39  9.55006e+06
70  40  7.08620e+06
70  41  6.24869e+06
70  42  7.78962e+06
70  43  7.27716e+06
70  44  8.83247e+06
70  45  6.79073e+06
70  46  6.56689e+06
70  47  5.52249e+06
70  48  1.07751e+07
70  49  8.26163e+06
70  50  1.10462e+07
70  51  9.54554e+06
70  52  7.65400e+06
70  53  8.51443e+06
70  54  1.05004e+07
70  55  1.00170e+07
70  56  9.45983e+06
70  57  5.50340e+06
70  58  1.30981e+07
70  59  1.09081e+07
70  60  8.26233e+06
70  61  9.54125e+06
70  62  8.52606e+06
70  63  6.63415e+06
70  64  6.37932e+06
70  65  7.31767e+06
70  66  7.15276e+06
70  67  8.76966e+06
70  68  8.73015e+06
70  69  1.13131e+07
70  70  3.86331e+06
70  71  8.19830e+06
70  72  9.45125e+06
70  73  1.30381e+07
70  74  8.38846e+06
70  75  1.09722e+07
70  76  6.22266e+06
70  77  1.01484e+07
70  78  1.59415e+07
70  79  1.06986e+07
70  80  6.02249e+06
70  81  8.39912e+06
70  82  8.46692e+06
70  83  8.74656e+06
70  84  4.31453e+06
70  85  1.50446e+07
70  86  4.45404e+06
70  87  1.01749e+07
70  88  8.99734e+06
70  89  1.02816e+07
70  90  1.06915e+07
70  91  3.98369e+06
70  92  8.84149e+06
70  93  1.05588e+07
70  94  6.80468e+06
70  95  7.80255e+06
70  96  7.10188e+06
70  97  8.95229e+06
70  98  1.11917e+07
70  99  1.32445e+07
70  100  4.69201e+06
70  101  1.12241e+07
70  102  8.28279e+06
70  103  6.56909e+06
70  104  6.25128e+06
70  105  8.42804e+06
70  106  6.56063e+06
70  107  9.69238e+06
70  108  4.87809e+06
70  109  1.15939e+07
70  110  6.54688e+06
70  111  6.73575e+06
70  112  8.36806e+06
70  113  5.09265e+06
70  114  7.00280e+06
70  115  1.00123e+07
70  116  1.04761e+07
70  117  1.41636e+07
70  118  7.04156e+06
70  119  1.21391e+07
70  120  1.17794e+07
71  0  7.52187e+06
71  1  5.72145e+06
71  2  7.06766e+06
71  3  4.60387e+06
71  4  4.26741e+06
71  5  8.03397e+06
71  6  6.65392e+06
71  7  2.21225e+06
71  8  5.32961e+06
71  9  5.00466e+06
71  10  6.54015e+06
71  11  5.21529e+06
71  12  8.29147e+06
71  13  2.41841e+06
71  14  5.79961e+06
71  15  6.29212e+06
71  16  8.16418e+06
71  17  6.50692e+06
71  18  4.46549e+06
71  19  8.75601e+06
71  20  3.73109e+06
71  21  4.01550e+06
71  22  5.43534e+06
71  23  6.33881e+06
71  24  1.04011e+07
71  25  5.77755e+06
71  26  6.86473e+06
71  27  5.61036e+06
71  28  6.71375e+06
71  29  7.69115e+06
71  30  5.22321e+06
71  31  6.00146e+06
71  32  7.72543e+06
71  33  5.84727e+06
71  34  9.10887e+06
71  35  9.09098e+06
71  36  9.49240e+06
71  37  9.96145e+06
71  38  3.31168e+06
71  39  1.12373e+07
71  40  7.31175e+06
71  41  4.06967e+06
71  42  9.89078e+06
71  43  1.05540e+07
71  44  7.89701e+06
71  45  9.14698e+06
71  46  4.83276e+06
71  47  7.81277e+06
71  48  6.55837e+06
71  49  1.26464e+07
71  50  9.04079e+06
71  51  4.44369e+06
71  52  7.51427e+06
71  53  4.90391e+06
71  54  9.81502e+06
71  55  9.93834e+06
71  56  5.90779e+06
71  57  1.06129e+07
71  58  7.59176e+06
71  59  1.15456e+07
71  60  1.53683e+07
71  61  9.20615e+06
71  62  1.12886e+07
71  63  5.58017e+06
71  64  6.18641e+06
71  65  6.21284e+06
71  66  9.16529e+06
71  67  6.91718e+06
71  68  5.39024e+06
71  69  8.84512e+06
71  70  1.04824e+07
71  71  1.46577e+07
71  72  6.41035e+06
71  73  8.62910e+06
71  74  9.79838e+06
71  75  1.43772e+07
71  76  1.15681e+07
71  77  1.09404e+07
71  78  8.99522e+06
71  79  8.70164e+06
71  80  9.71522e+06
71  81  9.98329e+06
71  82  1.00777e+07
71  83  1.20549e+07
71  84  8.27035e+06
71  85  1.20580e+07
71  86  1.00934e+07
71  87  2.69060e+06
71  88  5.82246e+06
71  89  9.43429e+06
71  90  1.13552e+07
71  91  1.00629e+07
71  92  7.61883e+06
71  93  1.10787e+07
71  94  6.52684e+06
71  95  8.66644e+06
71  96  7.17204e+06
71  97  9.25511e+06
71  98  7.87074e+06
71  99  4.60522e+06
71  100  6.26900e+06
71  101  1.03197e+07
71  102  9.60190e+06
71  103  5.26732e+06
71  104  6.84178e+06
71  105  1.07572e+07
71  106  8.00794e+06
71  107  1.24729e+07
71  108  0
71  109  8.67565e+06
71  110  9.57216e+06
71  111  2.57831e+06
71  112  3.47017e+06
71  113  5.78181e+06
71  114  6.84845e+06
71  115  1.12985e+07
71  116  9.80973e+06
71  117  1.05549e+07
71  118  9.77122e+06
71  119  1.40342e+07
71  120  1.12533e+07
72  0  4.40306e+06
72  1  3.81671e+06
72  2  6.28213e+06
72  3  9.21438e+06
72  4  5.29751e+06
72  5  6.86114e+06
72  6  1.30241e+06
72  7  9.76092e+06
72  8  4.31560e+06
72  9  6.23499e+06
72  10  8.23110e+06
72  11  6.82797e+06
72  12  7.95532e+06
72  13  7.62338e+06
72  14  6.94887e+06
72  15  9.20054e+06
72  16  6.86053e+06
72  17  8.89104e+06
72  18  8.70478e+06
72  19  9.64071e+06
72  20  7.52475e+06
72  21  3.83268e+06
72  22  7.78258e+06
72  23  7.95485e+06
72  24  5.32435e+06
72  25  9.63360e+06
72  26  1.07171e+07
72  27  1.06251e+07
72  28  1.05088e+07
72  29  4.82130e+06
72  30  7.65511e+06
72  31  3.49956e+06
72  32  8.18081e+06
72  33  6.25886e+06
72  34  4.34394e+06
72  35  5.81289e+06
72  36  7.80665e+06
72  37  3.45959e+06
72  38  1.22202e+07
72  39  4.15493e+06
72  40  7.05643e+06
72  41  8.07095e+06
72  42  7.72690e+06
72  43  8.65985e+06
72  44  6.17277e+06
72  45  8.94442e+06
72  46  5.72834e+06
72  47  1.05118e+07
72  48  5.36064e+06
72  49  7.32723e+06
72  50  1.09827e+07
72  51  7.39148e+06
72  52  8.83845e+06
72  53  9.72236e+06
72  54  6.01946e+06
72  55  1.11998e+07
72  56  7.94346e+06
72  57  5.40799e+06
72  58  9.72091e+06
72  59  1.16167e+07
72  60  7.29435e+06
72  61  7.68788e+06
72  62  1.02404e+07
72  63  9.94104e+06
72  64  1.06827e+07
72  65  1.50396e+07
72  66  1.34278e+07
72  67  1.42434e+07
72  68  1.00837e+07
72  69  1.35078e+07
72  70  7.43493e+06
72  71  6.65884e+06
72  72  9.87669e+06
72  73  1.24255e+07
72  74  8.19882e+06
72  75  8.98483e+06
72  76  7.15469e+06
72  77  5.87299e+06
72  78  1.06737e+07
72  79  4.84261e+06
72  80  1.11068e+07
72  81  1.27004e+07
72  82  1.15583e+07
72  83  8.41786e+06
72  84  1.66043e+07
72  85  1.18683e+07
72  86  1.05253e+07
72  87  1.25443e+07
72  88  8.91790e+06
72  89  7.36350e+06
72  90  9.08334e+06
72  91  1.23833e+07
72  92  9.02856e+06
72  93  1.03143e+07
72  94  9.30108e+06
72  95  7.54275e+06
72  96  8.86796e+06
72  97  8.43341e+06
72  98  5.04879e+06
72  99  5.96912e+06
72  100  1.00287e+07
72  101  7.14044e+06
72  102  9.83432e+06
72  103  1.22316e+07
72  104  5.79801e+06
72  105  1.08264e+07
72  106  1.17228e+07
72  107  9.08903e+06
72  108  6.84642e+06
72  109  6.27814e+06
72  110  8.18075e+06
72  111  7.20885e+06
72  112  5.23054e+06
72  113  5.42689e+06
72  114  0
72  115  9.78844e+06
72  116  1.20851e+07
72  117  1.83701e+07
72  118  7.60909e+06
72  119  5.95005e+06
72  120  8.31026e+06
73  0  5.41857e+06
73  1  6.54181e+06
73  2  2.74295e+06
73  3  4.93281e+06
73  4  5.50333e+06
73  5  4.24945e+06
73  6  8.85837e+06
73  7  7.56884e+06
73  8  4.49266e+06
73  9  6.62666e+06
73  10  5.61410e+06
73  11  5.11546e+06
73  12  9.32310e+06
73  13  6.22917e+06
73  14  5.19403e+06
73  15  1.12049e+07
73  16  7.83172e+06
73  17  1.09916e+07
73  18  9.64758e+06
73  19  8.36908e+06
73  20  9.99213e+06
73  21  8.19279e+06
73  22  8.98399e+06
73  23  3.18058e+06
73  24  1.02364e+07
73  25  6.70018e+06
73  26  6.57634e+06
73  27  9.75999e+06
73  28  5.96476e+06
73  29  7.34765e+06
73  30  6.18868e+06
73  31  7.91243e+06
73  32  8.95698e+06
73  33  4.73862e+06
73  34  7.12091e+06
73  35  5.32861e+06
73  36  5.42327e+06
73  37  4.51460e+06
73  38  3.88525e+06
73  39  1.03922e+07
73  40  4.85952e+06
73  41  1.21122e+07
73  42  7.85229e+06
73  43  7.53593e+06
73  44  6.08491e+06
73  45  9.62715e+06
73  46  5.33285e+06
73  47  9.29577e+06
73  48  9.08456e+06
73  49  1.12817e+07
73  50  6.90461e+06
73  51  1.18615e+07
73  52  9.60481e+06
73  53  5.73051e+06
73  54  1.01403e+07
73  55  6.38598e+06
73  56  8.23231e+06
73  57  8.21867e+06
73  58  1.15804e+07
73  59  7.23993e+06
73  60  1.05249e+07
73  61  1.14602e+07
73  62  6.46535e+06
73  63  7.97299e+06
73  64  1.02776e+07
73  65  1.18117e+07
73  66  7.24046e+06
73  67  1.22149e+07
73  68  4.70788e+06
73  69  1.45412e+07
73  70  1.29313e+07
73  71  1.17951e+07
73  72  9.40449e+06
73  73  8.12276e+06
73  74  7.07352e+06
73  75  4.91695e+06
73  76  9.90823e+06
73  77  6.81494e+06
73  78  1.11166e+07
73  79  1.30747e+07
73  80  1.10311e+07
73  81  7.23003e+06
73  82  6.39084e+06
73  83  1.20317e+07
73  84  1.17402e+07
73  85  1.04931e+07
73  86  1.27950e+07
73  87  1.10620e+07
73  88  4.79677e+06
73  89  7.97156e+06
73  90  5.84817e+06
73  91  1.06953e+07
